,user_id,item_id,item_name,playtime_forever
2095,76561198049385848,300550,Shadowrun: Dragonfall - Director's Cut,53.0
2096,76561198047049238,292120,FINAL FANTASY XIII,243.0
2097,76561198055879530,108600,Project Zomboid,65.0
2098,Haitroid,246110,MASSIVE CHALICE,240.0
2099,76561198299095634,304930,Unturned,54.0
2100,76561198064117690,8600,RACE 07,0.0
2101,76561198021575394,8660,GTR Evolution,0.0
2102,76561198074079694,211500,RaceRoom Racing Experience ,0.0
2103,76561197990616558,307290,Velvet Sundown,0.0
2104,Halio99,307670,Hard West,109.0
2105,HallowedDragon,227700,Firefall,81.0
2106,halofreak61,311340,METAL GEAR SOLID V: GROUND ZEROES,973.0
2107,HamThePanMan,274290,Gods Will Be Watching,47.0
2108,76561198043275956,312990,The Expendabros,16.0
2109,76561198051902499,268420,Aura Kingdom,51.0
2110,76561198009260087,227940,Heroes & Generals,0.0
2111,Hamz12,315260,Space Hack,0.0
2112,hand0fcthulhu,298520,Orbital Gear,0.0
2113,Noster69,301970,Screencheat,14.0
2114,76561198065866954,316790,Grim Fandango Remastered,67.0
2115,76561198020901037,229810,A Fistful of Gun,18.0
2116,HandsomeGwen,317300,Roommates,85.0
2117,supersushi987,2620,Call of Duty,0.0
2118,sopramudar,2630,Call of Duty 2,12.0
2119,76561198080881484,2640,Call of Duty: United Offensive,0.0
2120,76561198038572397,10090,Call of Duty: World at War,1089.0
2121,redddu,239140,Dying Light,669.0
2122,76561198081776244,327510,WASTED,296.0
2123,76561198081114534,211420,Dark Souls: Prepare to Die Edition,75.0
2124,76561198077993857,330830,Tales from the Borderlands,1030.0
2125,76561198042042833,331470,Everlasting Summer,0.0
2126,76561198051635761,333930,Dirty Bomb,684.0
2127,OfficialRagey,249050,Dungeon of the Endless,1136.0
2128,TittyDestroyer,333980,AKIBA'S TRIP: Undead & Undressed,358.0
2129,76561198082191375,250900,The Binding of Isaac: Rebirth,0.0
2130,xxxkennySopxxx,319630,Life Is Strange™,514.0
2131,76561198083095219,339610,FreeStyle2: Street Basketball,0.0
2132,HAramabeeHarrrisssooon,304240,Resident Evil / biohazard HD REMASTER,397.0
2133,76561198094523402,343750,Firefly Online Cortex,1.0
2134,DANKESTMEMEMACHINEEVER,287290,Resident Evil Revelations 2 / Biohazard Revelations 2,466.0
2135,76561198057492666,39120,RIFT,0.0
2136,76561198040641436,350080,Wolfenstein: The Old Blood ,464.0
2137,lucky-seven,235540,Warhammer: End Times - Vermintide,634.0
2138,DeliciousPuddin,356570,Party Hard,15.0
2139,76561198119721428,45770,Dead Rising 2: Off the Record,91.0
2140,76561198072072529,232090,Killing Floor 2,2829.0
2141,76561197997578794,232150,Killing Floor 2 - SDK,0.0
2142,76561198121314683,248610,Door Kickers,232.0
2143,76561198123168383,274270,NOT A HERO,116.0
2144,harrylolman,366844,Call of Duty: Black Ops III - Awakening DLC Pack,0.0
2145,hartwig1999,374320,DARK SOULS III,829.0
2146,Harv3yy,374570,Kung Fury,0.0
2147,76561198046718131,377160,Fallout 4,6191.0
2148,Rambo1061,381210,Dead by Daylight,200.0
2149,harvse,208650,Batman™: Arkham Knight,550.0
2150,corhodzic,267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,0.0
2151,76561198081750536,383790,The Ship: Remasted,7.0
2152,theradhatter,38400,Fallout,11.0
2153,x1341,38410,Fallout 2,0.0
2154,hawaiianisswag,38420,Fallout Tactics,0.0
2155,76561198061652444,391540,Undertale,90.0
2156,76561198026769014,394310,Punch Club,287.0
2157,76561198066734993,337000,Deus Ex: Mankind Divided™,722.0
2158,76561198103362354,311210,Call of Duty: Black Ops III,11236.0
2159,Nzatz,225540,Just Cause 3,245.0
2160,fil96,418340,RWBY: Grimm Eclipse,65.0
2161,Headap,427190,Dead Rising,1111.0
2162,76561198070092383,268500,XCOM 2,4105.0
2163,hecaton_john,34270,SEGA Mega Drive & Genesis Classics,0.0
2164,76561198088206812,205230,Hell Yeah!,0.0
2165,76561198088531301,205950,Jet Set Radio,21.0
2166,76561198042879129,350280,LawBreakers,55.0
2167,76561198045368186,379720,DOOM,998.0
2168,TDOJ3DTDO,364360,Total War: WARHAMMER,50.0
2169,76561198019053991,273350,Evolve Stage 2,835.0
2170,76561198070448499,324810,TOXIKK,0.0
2171,HeliDash,50,Half-Life: Opposing Force,256.0
2172,76561198079655294,240,Counter-Strike: Source,167.0
2173,punkinoz,320,Half-Life 2: Deathmatch,3674.0
2174,imsufferingkillme,4000,Garry's Mod,358.0
2175,76561198090471916,6570,Onimusha 3: Demon Siege,0.0
2176,hellotherem8,220,Half-Life 2,1299.0
2177,76561198064377170,340,Half-Life 2: Lost Coast,29.0
2178,76561198003964800,360,Half-Life Deathmatch: Source,0.0
2179,fintanboy,380,Half-Life 2: Episode One,170.0
2180,henrydxb,400,Portal,275.0
2181,76561198059990081,420,Half-Life 2: Episode Two,544.0
2182,bobthehappyterroriest,12900,Audiosurf,95.0
2183,76561198043274212,13240,Unreal Tournament: Game of the Year Edition,110.0
2184,PimpIt,13230,Unreal Tournament 2004,1668.0
2185,76561198062484829,15700,Oddworld: Abe's Oddysee,0.0
2186,76561198055335886,15710,Oddworld: Abe's Exoddus,62.0
2187,76561198070690856,19900,Far Cry 2,0.0
2188,76561198045953692,17300,Crysis,46.0
2189,216712138,17330,Crysis Warhead,0.0
2190,76561198006679831,17340,Crysis Wars,0.0
2191,hewl,500,Left 4 Dead,5761.0
2192,76561198067255518,16450,F.E.A.R. 2: Project Origin,2846.0
2193,HexualSealing,17430,Need for Speed: Undercover,826.0
2194,Gawee08,23310,The Last Remnant,0.0
2195,76561198123074348,16720,Velvet Assassin,0.0
2196,76561198056816892,6060,STAR WARS™ Battlefront™ II,21.0
2197,DarknessFallsUponUs,40700,Machinarium,188.0
2198,76561198013291691,550,Left 4 Dead 2,11141.0
2199,76561198101261169,223530,Left 4 Dead 2 Beta,0.0
2200,koconut100,45700,Devil May Cry 4,58.0
2201,cansomeonetellmehowthisworks,7670,BioShock,7.0
2202,76561198036822015,409710,BioShock Remastered,0.0
2203,highpr,24980,Mass Effect 2,0.0
2204,gabrielhilel,10680,Aliens vs. Predator,2662.0
2205,CyberBlade,13600,Prince of Persia: The Sands of Time,0.0
2206,76561198181950086,33320,Prince of Persia: The Forgotten Sands,64.0
2207,76561198042823843,17410,Mirror's Edge,108.0
2208,76561198085738556,205790,Dota 2 Test,0.0
2209,stevenlikesdicks,8930,Sid Meier's Civilization V,0.0
2210,hollowchild,57300,Amnesia: The Dark Descent,140.0
2211,Hollowfun,70100,Hacker Evolution,0.0
2212,holyswifter,70110,Hacker Evolution - Untold,0.0
2213,WildCheese,50620,Darksiders,0.0
2214,76561198015759079,45750,Lost Planet 2,0.0
2215,76561198079621961,8980,Borderlands,469.0
2216,76561198074498944,31280,Poker Night at the Inventory,109.0
2217,76561198092151965,1250,Killing Floor,16435.0
2218,76561198080786408,35420,Killing Floor Mod: Defence Alliance 2,0.0
2219,notbestatnothing,47780,Dead Space 2,339.0
2220,quadruplemoney,50300,Spec Ops: The Line,54.0
2221,76561198080644089,21100,F.E.A.R. 3,390.0
2222,peoplesidiot,63200,Monday Night Combat,275.0
2223,IrishNZ,99810,Bulletstorm,385.0
2224,76561198066243952,620,Portal 2,1199.0
2225,iareasdaft,104700,Super Monday Night Combat,6830.0
2226,kylesimmonds,105600,Terraria,883.0
2227,DazzaPlays,20920,The Witcher 2: Assassins of Kings Enhanced Edition,76.0
2228,horizon95,49470,Magic: The Gathering — Duels of the Planeswalkers 2012,455.0
2229,76561198057168558,7610,Railroad Tycoon 3,0.0
2230,76561198066842598,50130,Mafia II,0.0
2231,76561198006283037,22230,Rock of Ages,0.0
2232,HORSE_LEGEND,32800,The Lord of the Rings: War in the North,0.0
2233,76561198094836134,107100,Bastion,213.0
2234,76561197999429998,28050,Deus Ex: Human Revolution,422.0
2235,HostileTemper,33420,Call of Juarez: The Cartel,19.0
2236,76561198230094848,55150,"Warhammer 40,000 Space Marine",1411.0
2237,GenericNonCreativeProfile,91310,Dead Island,1151.0
2238,beefiest,43190,The Haunted: Hells Reach,165.0
2239,b167er,42910,Magicka,20.0
2240,76561198083780235,111400,Bunch Of Heroes,6.0
2241,76561198095222559,3830,Psychonauts,0.0
2242,huy115,65800,Dungeon Defenders,1249.0
2243,76561198065934504,9200,RAGE,68.0
2244,76561198071399737,55230,Saints Row: The Third,1031.0
2245,76561198054285764,107600,Waves,54.0
2246,76561198072991890,41070,Serious Sam 3: BFE,983.0
2247,76561198079468384,6120,Shank,0.0
2248,76561198045322953,40800,Super Meat Boy,95.0
2249,76561198139694944,63710,BIT.TRIP RUNNER,0.0
2250,76561198026165009,94200,Jamestown,30.0
2251,itschewz,99700,NightSky,0.0
2252,bigdickslicknicktran,2400,The Ship,0.0
2253,anthonyrocks65,2420,The Ship Single Player,0.0
2254,Bhulb,2430,The Ship Tutorial,0.0
2255,mkdtiger,67370,The Darkness II,231.0
2256,76561198071274892,22380,Fallout: New Vegas,196.0
2257,76561198047901097,209120,Street Fighter X Tekken,236.0
2258,76561198054508148,209100,Resident Evil™: Operation Raccoon City,21.0
2259,76561198076863368,104900,ORION: Prelude,0.0
2260,offlinebyourmine,203730,Q.U.B.E.,67.0
2261,76561198067593136,239430,Q.U.B.E: Director's Cut,0.0
2262,HunkHogan69,200260,Batman: Arkham City GOTY,223.0
2263,76561198061119912,108800,Crysis 2 Maximum Edition,521.0
2264,1337hunter,42170,Krater,0.0
2265,76561198062884956,12750,GRID,0.0
2266,JustHarley,210950,Rune Classic,105.0
2267,Huyest,214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,0.0
2268,Huzzahsaidso,57900,Duke Nukem Forever,482.0
2269,naomibby,98400,Hard Reset,0.0
2270,76561198061796524,35140,Batman: Arkham Asylum GOTY Edition,0.0
2271,76561198009498722,20500,Red Faction: Guerrilla Steam Edition,0.0
2272,76561198057650518,20530,Red Faction,0.0
2273,mitchbeattie177,20550,Red Faction II,0.0
2274,hzqBICEPS,55110,Red Faction: Armageddon,0.0
2275,poopeepeepoo,209080,Guns of Icarus Online,0.0
2276,76561198032745004,50650,Darksiders II,459.0
2277,76561198046190974,730,Counter-Strike: Global Offensive,74076.0
2278,76561198048597734,200510,XCOM: Enemy Unknown,1652.0
2279,76561198041993527,211260,They Bleed Pixels,131.0
2280,76561198101174309,4920,Natural Selection 2,404.0
2281,lkasyukasjnrgabgs,212680,FTL: Faster Than Light,0.0
2282,I_BBox_4_u,204360,Castle Crashers,169.0
2283,76561198088656790,49520,Borderlands 2,4880.0
2284,zaintheking,200710,Torchlight II,376.0
2285,Ulrikk,41000,Serious Sam HD: The First Encounter,227.0
2286,nallek99,41050,Serious Sam Classic: The First Encounter,0.0
2287,tickets845,41060,Serious Sam Classic: The Second Encounter,0.0
2288,folkfrightsa,111600,Serious Sam Double D XXL,0.0
2289,76561198058193734,200330,Serious Sam 3 Bonus Content,0.0
2290,76561198031835539,201480,Serious Sam: The Random Encounter,6.0
2291,76561198070792786,204340,Serious Sam 2,5.0
2292,76561198096157669,227780,Serious Sam Classics: Revolution,0.0
2293,pudjapu,208200,DOOM 3: BFG Edition,369.0
2294,Budddly,219640,Chivalry: Medieval Warfare,339.0
2295,76561198087871638,232210,Patch testing for Chivalry,0.0
2296,76561198067069534,96300,Ravaged Zombie Apocalypse,60.0
2297,kenfucius,218680,Scribblenauts Unlimited,0.0
2298,76561198096901553,214870,Painkiller Hell & Damnation,272.0
2299,76561198078497059,220240,Far Cry® 3,1227.0
2300,76561198035565913,219740,Don't Starve,0.0
2301,iampro554433,322330,Don't Starve Together,568.0
2302,ian_ramsay,221640,Super Hexagon,1.0
2303,76561198071526072,2280,The Ultimate DOOM,0.0
2304,DeathNostalgia,2290,Final DOOM,0.0
2305,76561198034167696,2300,DOOM II: Hell on Earth,0.0
2306,vannagainn,9160,Master Levels for DOOM II,0.0
2307,nicholasd7,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",4.0
2308,Icebrrg1245,226700,Infestation: Survivor Stories Classic,51.0
2309,76561197990772718,203160,Tomb Raider,396.0
2310,icesolo,212480,Sonic & All-Stars Racing Transformed,76.0
2311,badk,49540,Aliens: Colonial Marines,504.0
2312,76561198078158959,220440,DmC Devil May Cry,523.0
2313,Ichisino,36620,Forsaken World ,6246.0
2314,iChuckRice,99900,Spiral Knights,4767.0
2315,76561198020321192,109600,Neverwinter,10.0
2316,76561198075240912,113400,APB Reloaded,6.0
2317,River__,207230,Archeblade,94.0
2318,IDGam3r,212160,Vindictus,0.0
2319,HonestlyIdontcares,218230,PlanetSide 2,2507.0
2320,76561198095214263,230410,Warframe,9555.0
2321,FireInLatin,238070,Shadow Warrior Classic (1997),0.0
2322,IGotDahMunchies,209870,Blacklight: Retribution,242.0
2323,76561198068085433,223710,Cry of Fear,997.0
2324,iisthelaw,262410,World of Guns: Gun Disassembly,95.0
2325,nhancat,224260,No More Room in Hell,2858.0
2326,76561198062033570,21690,Resident Evil 5 / Biohazard 5,158.0
2327,mrjuangore666,221040,Resident Evil 6 / Biohazard 6,2484.0
2328,76561198106027055,227680,StarForge,17.0
2329,76561198084946995,225140,Duke Nukem 3D: Megaton Edition,30.0
2330,76561198056808191,233470,Evoland,28.0
2331,ILiveInYoFridge,8870,BioShock Infinite,515.0
2332,macey_moo,234710,Poker Night 2,275.0
2333,marster1618,43160,Metro: Last Light,1102.0
2334,Illuminutter,44350,GRID 2,18.0
2335,76561198065890292,72850,The Elder Scrolls V: Skyrim,4473.0
2336,CancerCure,224760,FEZ,0.0
2337,76561198055499125,216250,Dead Island Riptide,20.0
2338,76561198069334143,210770,Sanctum 2,471.0
2339,76561198078038535,235250,Super Sanctum TD,41.0
2340,76561198046373675,65930,The Bureau: XCOM Declassified,0.0
2341,76561198079743094,204450,Call of Juarez Gunslinger,275.0
2342,ImSeriouss,238210,System Shock 2,0.0
2343,76561198079743094,35700,Trine,0.0
2344,ImSeriouss,35720,Trine 2,0.0
2345,iMurder,230310,Akaneiro: Demon Hunters,10.0
2346,Imvoo,208090,Loadout,693.0
2347,76561198066760486,242760,The Forest,677.0
2348,76561198223442840,217140,Rise of the Triad,347.0
2349,dugec01,237110,Mortal Kombat Komplete Edition,29.0
2350,FiftyshadesofPinkie,214950,Total War: ROME II - Emperor Edition,0.0
2351,staecrh,208610,Skullgirls ∞Endless Beta∞,150.0
2352,infamouscharles,245170,Skullgirls,107.0
2353,76561198069886978,248530,Depth Hunter 2: Deep Dive,0.0
2354,76561198075989472,241720,Guncraft,0.0
2355,76561198005400196,218620,PAYDAY 2,3627.0
2356,76561198101005153,249650,Blackguards,0.0
2357,Infinitespeed,242570,Space Hulk,12.0
2358,76561198095297673,225280,Full Mojo Rampage,0.0
2359,76561198088860621,238320,Outlast,417.0
2360,76561198087457644,250110,Assault Android Cactus,89.0
2361,76561198068363182,206420,Saints Row IV,869.0
2362,76561198001809619,4580,"Warhammer 40,000: Dawn of War – Dark Crusade",375.0
2363,evejohnhoward,9310,"Warhammer 40,000: Dawn of War – Winter Assault",5.0
2364,sweatmore,9450,"Warhammer 40,000: Dawn of War – Soulstorm",220.0
2365,76561198078507625,15620,"Warhammer® 40,000™: Dawn of War® II",5.0
2366,76561198081063480,20570,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",5.0
2367,cammax30,56400,"Warhammer® 40,000™: Dawn of War® II – Retribution™",66.0
2368,76561198041240181,252490,Rust,18211.0
2369,rtsj,252630,Eldritch,0.0
2370,76561198063169249,252950,Rocket League,3642.0
2371,76561198078587197,233130,Shadow Warrior,1199.0
2372,76561198084041983,255520,Viscera Cleanup Detail: Shadow Warrior,0.0
2373,guidetti1,217920,Alien Rage - Unlimited,73.0
2374,isaacdevil,255370,KickBeat Steam Edition,0.0
2375,ias19112000,234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,33.0
2376,76561198097442979,257750,Bloody Trapland,10.0
2377,76561198066084140,238430,Contagion,1371.0
2378,alexisbest25,261570,Ori and the Blind Forest,130.0
2379,iSkulz,242700,Injustice: Gods Among Us Ultimate Edition,204.0
2380,76561198070425070,262060,Darkest Dungeon,2907.0
2381,OneAndOnlyTrake,262150,Vanguard Princess,7.0
2382,76561198073231074,281050,Vanguard Princess Director's Cut,0.0
2383,Issekara,39210,FINAL FANTASY XIV: A Realm Reborn,2127.0
2384,ysarge,221380,Age of Empires II: HD Edition,333.0
2385,76561198064956459,263620,Mitsurugi Kamui Hikae,7.0
2386,76561198068536859,227300,Euro Truck Simulator 2,0.0
2387,Domobot3,243800,Gas Guzzlers Extreme,59.0
2388,ITCGaming101,265300,Lords Of The Fallen,1578.0
2389,yodadda,211820,Starbound,120.0
2390,OmegaTheDesigner,367540,Starbound - Unstable,0.0
2391,itscriddle,202170,Sleeping Dogs™,296.0
2392,76561198066002651,269310,Infectonator : Survivors,24.0
2393,76561198069124937,235460,METAL GEAR RISING: REVENGEANCE,698.0
2394,76561198069124937,271290,HAWKEN,187.0
2395,snowwiee221,274310,Always Sometimes Monsters,0.0
2396,iVerse,222880,Insurgency,95.0
2397,iVoltGaming,226840,Age of Wonders III,32.0
2398,76561198077735328,277430,Halo: Spartan Assault,25.0
2399,76561198018891332,239160,Thief,116.0
2400,B1shy,282440,Quake Live,327.0
2401,jaememes,8880,Freedom Force,0.0
2402,76561198047273546,8890,Freedom Force vs. the 3rd Reich,0.0
2403,ironcass,286160,Tabletop Simulator,311.0
2404,76561198044586193,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,235.0
2405,JosephBarrett,274190,Broforce,182.0
2406,josechowyi,290080,Life is Feudal: Your Own,61.0
2407,76561198155610749,292030,The Witcher 3: Wild Hunt,878.0
2408,jinmanabe,261510,Tesla Effect,0.0
2409,76561198074401489,201810,Wolfenstein: The New Order,1145.0
2410,Jaberley,294810,BlazBlue: Continuum Shift Extend,7.0
2411,jabso,222900,Dead Island: Epidemic,2.0
2412,HappyCrabby,35450,Rising Storm/Red Orchestra 2 Multiplayer,0.0
2413,Swag_Lord,236830,Red Orchestra 2: Heroes of Stalingrad - Single Player,20.0
2414,thelostwolf,298110,Far Cry 4,575.0
2415,76561198079690718,292120,FINAL FANTASY XIII,364.0
2416,Cubbyjack,286690,Metro 2033 Redux,61.0
2417,keiran1,287390,Metro: Last Light Redux,0.0
2418,Jacmac,301520,Robocraft,0.0
2419,jacowarlock,301640,Zombie Army Trilogy,249.0
2420,jadaik,244160,Homeworld Remastered Collection,2.0
2421,76561198080252389,304930,Unturned,252.0
2422,zoulrocker,306410,Crystals of Time,0.0
2423,76561198021364449,224600,Defiance,0.0
2424,reznov6,306830,Zombies Monsters Robots,236.0
2425,76561198058942295,227700,Firefall,12.0
2426,76561197967443671,311690,Enter the Gungeon,1078.0
2427,Guinhoh311,291480,Warface,17.0
2428,76561198099036584,244630,NEOTOKYO°,6.0
2429,76561198090269293,227940,Heroes & Generals,7.0
2430,76561198045195391,265590,The Red Solstice,4.0
2431,76561198049901169,313340,Mountain,0.0
2432,JamaicanTheBacon,317620,Space Hulk Ascension,6.0
2433,76561198005199874,261640,Borderlands: The Pre-Sequel,3216.0
2434,76561198073454377,319280,Yatagarasu Attack on Cataclysm,8.0
2435,heyheybabybaby,320240,We Happy Few,207.0
2436,Jamessss,274170,Hotline Miami 2: Wrong Number,68.0
2437,JamsL33T,322910,"Warhammer 40,000: Regicide",134.0
2438,76561198027305355,323370,TERA,0.0
2439,JamFusion,209650,Call of Duty: Advanced Warfare,429.0
2440,jamin13,209660,Call of Duty: Advanced Warfare - Multiplayer,143.0
2441,76561198042113307,214490,Alien: Isolation,703.0
2442,Agent_Nova,241930,Middle-earth: Shadow of Mordor,852.0
2443,76561198031677195,239140,Dying Light,2491.0
2444,jarheado,328070,Reflex,92.0
2445,JarpsAU,24240,PAYDAY: The Heist,0.0
2446,Jarrod159,268050,The Evil Within,1008.0
2447,ventator,323470,DRAGON BALL XENOVERSE,643.0
2448,jarvisnumbanine,332970,Storm United,16.0
2449,JorahJorahJorahTheExplorer,337630,Bermuda,0.0
2450,Jasonza,273350,Evolve Stage 2,1345.0
2451,Memphis__,242680,Nuclear Throne,62.0
2452,76561198054743995,341980,Dispatcher,3.0
2453,jawdoe,342200,MechWarrior Online,8412.0
2454,76561198037459876,314660,Oddworld: New 'n' Tasty,21.0
2455,Jaxon1049,271590,Grand Theft Auto V,9119.0
2456,xchaai,346110,ARK: Survival Evolved,5820.0
2457,76561198064263411,407530,ARK: Survival Of The Fittest,0.0
2458,76561198072094518,307780,Mortal Kombat X,357.0
2459,76561198009605382,347560,Terra Incognita ~ Chapter One: The Descendant,0.0
2460,76561198055262214,107410,Arma 3,67.0
2461,76561198080838936,339280,Strife,5.0
2462,76561198055365037,351570,Killing Floor: Uncovered,0.0
2463,76561198035057945,355840,Survarium,0.0
2464,Jc63921,333930,Dirty Bomb,3123.0
2465,76561198081422627,235540,Warhammer: End Times - Vermintide,2332.0
2466,jdrocks,306130,The Elder Scrolls Online: Tamriel Unlimited,1329.0
2467,thewisesponge,359320,Elite Dangerous,5165.0
2468,76561198046529240,232090,Killing Floor 2,11462.0
2469,76561197982855819,232150,Killing Floor 2 - SDK,0.0
2470,76561198095861440,361700,Mortal Kombat: Legacy,0.0
2471,idonothack,361710,"Mortal Kombat: Legacy: Jax, Sonya and Kano (Part 2)",0.0
2472,76561198062268962,361720,Mortal Kombat: Legacy: Johnny Cage,0.0
2473,76561197998470425,361730,Mortal Kombat: Legacy: Kitana & Mileena (Part 1),0.0
2474,lilnobody,361740,Mortal Kombat: Legacy: Kitana & Mileena (Part 2),0.0
2475,76561198062417966,361750,Mortal Kombat: Legacy: Raiden,0.0
2476,76561198049438589,361760,Mortal Kombat: Legacy: Scorpion and Sub-Zero (Part 1),0.0
2477,76561198037131489,361770,Mortal Kombat: Legacy: Scorpion and Sub-Zero (Part 2),0.0
2478,jeshusteammaster,361780,Mortal Kombat: Legacy: Cyrax & Sektor,0.0
2479,76561198041845214,495460,"Mortal Kombat: Legacy: Jax, Sonya and Kano (Part 1)",0.0
2480,76561198060243686,346680,Black Mesa Dedicated Server,0.0
2481,76561198079495006,362890,Black Mesa,509.0
2482,punkgod03,365590,Tom Clancy's The Division,2634.0
2483,76561198061688293,365720,Skyrim Script Extender (SKSE),1.0
2484,76561198052516862,367120,Seduce Me the Otome,0.0
2485,76561198070101083,367500,Dragon's Dogma: Dark Arisen,30.0
2486,76561198018144075,369990,"Gremlins, Inc.",0.0
2487,fsdfjhdkjhfgkfkgh,370240,NBA 2K16,0.0
2488,geckglobal,372000,Tree of Savior (English Ver.),181.0
2489,xexilex,373680,Aion,0.0
2490,76561198054336060,374320,DARK SOULS III,5491.0
2491,NotVengeance,375230,"Warhammer 40,000: Eternal Crusade",53.0
2492,aligindahousebabykosha,377160,Fallout 4,2040.0
2493,76561198037540189,377310,The Tower Of Elements,0.0
2494,LtSoldier,247080,Crypt of the NecroDancer,52.0
2495,chocolatemanj,314680,Crypt of the Necrodancer Soundtrack,0.0
2496,MooPorridge,366080,Crypt of the NecroDancer Extended Soundtrack,0.0
2497,1234567io9872345678765432,208650,Batman™: Arkham Knight,958.0
2498,jimmynoe,209000,Batman™: Arkham Origins,0.0
2499,76561198026504601,267490,Batman™: Arkham Origins Blackgate - Deluxe Edition,0.0
2500,ThisScumLord,383080,Sakura Clicker,0.0
2501,oneesan,383330,Star Chronicles: Delta Quadrant,0.0
2502,jjkanes,383580,Flesh Eaters,0.0
2503,76561198070993687,386360,SMITE,3869.0
2504,PALYI,391540,Undertale,0.0
2505,psn_jmcgamer12,234140,Mad Max,1527.0
2506,TommyYaSnooperReadThis,393420,Hurtworld,97.0
2507,76561198115194725,445900,Hurtworld SDK,0.0
2508,76561198113867180,396900,GRIP,126.0
2509,captainchomp,337000,Deus Ex: Mankind Divided™,293.0
2510,76561198040876766,399430,Tinboy,0.0
2511,76561198051918525,311210,Call of Duty: Black Ops III,830.0
2512,76561198060672192,299360,Block N Load,10.0
2513,MezKip,319510,Five Nights at Freddy's,0.0
2514,2ZESTY4ME,332800,Five Nights at Freddy's 2,0.0
2515,Qu_Boy,354140,Five Nights at Freddy's 3,0.0
2516,TheLifeAndTimesOfTim,388090,Five Nights at Freddy's 4,0.0
2517,76561198081148689,407840,ORION,25.0
2518,76561198079765149,394510,HELLDIVERS™,101.0
2519,Fabio_Mussolini,236110,Dungeon Defenders II,143.0
2520,76561198035460467,364360,Total War: WARHAMMER,69.0
2521,76561198055887918,369200,Ghost in the Shell Stand Alone Complex First Assault Online,42.0
2522,JoJooKyLo,272890,Vertiginous Golf,0.0
2523,boazegevski,230230,Divinity: Original Sin (Classic),0.0
2524,76561198082713045,373420,Divinity: Original Sin Enhanced Edition,1631.0
2525,JokingWithYa,231430,Company of Heroes 2,12.0
2526,76561198018552349,359550,Tom Clancy's Rainbow Six Siege,152.0
2527,Jonaleko,435150,Divinity: Original Sin 2,266.0
2528,76561198195210689,290790,Grey Goo,0.0
2529,bonbonjon,268500,XCOM 2,3269.0
2530,jonesgang88,34270,SEGA Mega Drive & Genesis Classics,0.0
2531,76561198006631865,205230,Hell Yeah!,0.0
2532,76561198101895097,205950,Jet Set Radio,0.0
2533,76561198053060832,444090,Paladins,0.0
2534,76561198094605755,295110,H1Z1: Just Survive,72.0
2535,greatmexican,362300,H1Z1: Just Survive Test Server,0.0
2536,76561198050110190,394230,Battleborn,0.0
2537,76561198052490439,381210,Dead by Daylight,677.0
2538,mistersicklad483759,379720,DOOM,2220.0
2539,Joshman106,475150,Titan Quest Anniversary Edition,0.0
2540,91221301,48000,LIMBO,0.0
2541,76561198010742277,363680,Battlefleet Gothic: Armada,43.0
2542,Terencio,240,Counter-Strike: Source,3529.0
2543,2ik4tf,3830,Psychonauts,1291.0
2544,76561198077432581,4000,Garry's Mod,4654.0
2545,Jrazor89,320,Half-Life 2: Deathmatch,85.0
2546,76561198055604266,340,Half-Life 2: Lost Coast,73.0
2547,jsachun,9180,Commander Keen Complete Pack,0.0
2548,76561198107847795,12900,Audiosurf,1051.0
2549,RichmondDaGamer,20,Team Fortress Classic,0.0
2550,THEHITMONKEY,50,Half-Life: Opposing Force,0.0
2551,76561198046170033,70,Half-Life,0.0
2552,jubjub727,130,Half-Life: Blue Shift,0.0
2553,Suddenly_Whales,220,Half-Life 2,317.0
2554,76561198037808057,280,Half-Life: Source,0.0
2555,76561198145937849,360,Half-Life Deathmatch: Source,0.0
2556,76561198069177888,380,Half-Life 2: Episode One,0.0
2557,76561197963914566,420,Half-Life 2: Episode Two,0.0
2558,76561198070011397,12360,FlatOut: Ultimate Carnage,1478.0
2559,jukianinja,18300,Spectraball,123.0
2560,roddie35,500,Left 4 Dead,11673.0
2561,76561198002075173,17410,Mirror's Edge,953.0
2562,76561198068559428,26800,Braid,145.0
2563,JunG00berfuckingsucks,1250,Killing Floor,16590.0
2564,76561198061493090,35420,Killing Floor Mod: Defence Alliance 2,14.0
2565,76561198086925392,15520,AaAaAA!!! - A Reckless Disregard for Gravity,59.0
2566,76561198071121463,10180,Call of Duty: Modern Warfare 2,1371.0
2567,76561198067721268,10190,Call of Duty: Modern Warfare 2 - Multiplayer,9751.0
2568,76561198036171355,41500,Torchlight,1138.0
2569,mrpoo2,23490,Tropico 3 - Steam Special Edition,0.0
2570,76561198043276814,550,Left 4 Dead 2,7614.0
2571,JustCake,223530,Left 4 Dead 2 Beta,0.0
2572,76561198131416827,24400,King Arthur - The Role-playing Wargame,18.0
2573,Justmatel,45700,Devil May Cry 4,304.0
2574,JU5TCE,24960,Battlefield: Bad Company 2,2394.0
2575,Black2Darketh,10680,Aliens vs. Predator,185.0
