,genres,app_name,title,release_date,price,id,developer
1181,"['Casual', 'Simulation']",Rocksmith - Judas Priest - You've Got Another Thing Comin',Rocksmith - Judas Priest - You've Got Another Thing Comin',2013-02-19,2.99,222094,Ubisoft - San Francisco
1182,"['Simulation', 'Strategy']",March of the Eagles,March of the Eagles,2013-02-18,19.99,227760,Paradox Development Studio
1183,"['Casual', 'Simulation']",Rocksmith - Incubus - Anna Molly,Rocksmith - Incubus - Anna Molly,2013-02-26,2.99,222098,Ubisoft - San Francisco
1184,"['Casual', 'Simulation']",Rocksmith - Incubus - Love Hurts,Rocksmith - Incubus - Love Hurts,2013-02-26,2.99,222097,Ubisoft - San Francisco
1185,"['Casual', 'Simulation']",Rocksmith - Incubus - Wish You Were Here,Rocksmith - Incubus - Wish You Were Here,2013-02-26,2.99,222096,Ubisoft - San Francisco
1186,['Action'],Tom Clancy's Ghost Recon Future Soldier® - Khyber Strike,Tom Clancy's Ghost Recon Future Soldier® - Khyber Strike,2013-02-26,9.99,212673,"Ubisoft Paris,Red Storm Entertainment"
1187,"['RPG', 'Web Publishing']",RPG Maker VX Ace - High Fantasy 2 Resource Pack,RPG Maker VX Ace - High Fantasy 2 Resource Pack,2013-03-05,29.99,229751,PV Games
1188,"['Casual', 'Simulation']",Rocksmith - Incubus Song Pack,Rocksmith - Incubus Song Pack,2013-02-26,7.99,222099,Ubisoft - San Francisco
1189,['Simulation'],The Sims 3: University Life,The Sims 3: University Life,2013-03-05,19.99,223597,The Sims Studio
1190,"['Casual', 'Simulation']",Rocksmith - Blue Oyster Cult - Burnin' for You,Rocksmith - Blue Oyster Cult - Burnin' for You,2013-03-05,2.99,222100,Ubisoft - San Francisco
1191,"['Casual', 'Simulation']",Rocksmith - Living Colour - Cult of Personality,Rocksmith - Living Colour - Cult of Personality,2013-03-05,2.99,222102,Ubisoft - San Francisco
1192,"['Casual', 'Simulation']",Rocksmith - Violent Femmes - Blister in the Sun,Rocksmith - Violent Femmes - Blister in the Sun,2013-03-05,2.99,222101,Ubisoft - San Francisco
1193,['Action'],DmC Devil May Cry: Vergil's Downfall,DmC Devil May Cry: Vergil's Downfall,2013-03-05,8.99,223793,Ninja Theory
1194,"['Casual', 'Simulation']",Rocksmith - Blue Oyster Cult Song Pack,Rocksmith - Blue Oyster Cult Song Pack,2013-03-05,7.99,222138,Ubisoft - San Francisco
1195,['Action'],Tomb Raider - The Final Hours Digital Book,Tomb Raider - The Final Hours Digital Book,2013-03-07,1.99,233410,Geoff Keighley
1196,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Dungeons & Dragons Online® Catacombs Starter Pack,Dungeons &amp; Dragons Online® Catacombs Starter Pack,2013-03-14,9.99,213197,"Standing Stone Games, LLC"
1197,"['Action', 'Indie']",Stealth Bastard Deluxe - The Teleporter Chambers,Stealth Bastard Deluxe - The Teleporter Chambers,2013-03-14,2.99,209202,Curve Studios
1198,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Monster Loves You!,Monster Loves You!,2013-03-18,9.99,226740,"Radial Games Corp,Dejobaan Games, LLC"
1199,"['Adventure', 'Indie', 'Simulation']",Incredipede,Incredipede,2013-03-18,9.99,230150,Colin Northway with art by Thomas Shahan
1200,"['Action', 'Adventure', 'Indie']",Alien Spidy,Alien Spidy,2013-03-20,9.99,207000,Enigma SP
1201,['Strategy'],Impire: Creatures of the Night,Impire: Creatures of the Night,2013-03-19,1.99,230900,Cyanide Montreal
1202,"['Action', 'Indie']",Retro/Grade,Retro/Grade,2013-03-20,9.99,222660,24 Caret Games
1203,['Simulation'],Train Simulator: Western Lines of Scotland Route Add-On,Train Simulator: Western Lines of Scotland Route Add-On,2013-03-21,39.99,222554,KrossRails
1204,"['Action', 'Racing']",Trials Evolution: Gold Edition,Trials Evolution: Gold Edition,2013-03-21,19.99,220160,"Redlynx Ltd,Ubisoft  Shanghaï"
1205,['Indie'],FLY'N Soundtrack,FLY'N Soundtrack,2013-03-21,4.99,223732,Ankama Play
1206,"['Action', 'Free to Play', 'Indie', 'Strategy']",AirMech® Prime,AirMech® Prime,2013-03-21,19.99,216174,Carbon Games
1207,"['Action', 'Indie']",POSTAL,POSTAL,1997-11-14,1.99,232770,Running With Scissors
1208,"['Action', 'Adventure']",Resident Evil 6 / Biohazard 6,Resident Evil 6 / Biohazard 6,2013-03-22,29.99,221040,Capcom
1209,"['Action', 'Adventure']",RE6 / BH6: Onslaught Mode,RE6 / BH6: Onslaught Mode,2013-03-22,3.99,232530,Capcom
1210,"['Indie', 'Casual']",Cut the Rope,Cut the Rope,2013-03-22,4.99,223280,Zeptolab UK Limited
1211,"['Action', 'Indie', 'Simulation']",Strike Suit Zero - Raptor DLC,Strike Suit Zero - Raptor DLC,2013-03-22,2.99,234180,Born Ready Games Ltd.
1212,"['Action', 'Adventure', 'Indie']",Anodyne,Anodyne,2013-03-22,9.99,234900,"Sean Han Tani,Joni Kittaka"
1213,"['Action', 'Adventure']",Tomb Raider: Agency SPS 12,Tomb Raider: Agency SPS 12,2013-03-25,0.99,208796,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1214,"['Action', 'Adventure']",Tomb Raider: Fisherman,Tomb Raider: Fisherman,2013-03-26,0.99,208793,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1215,"['Action', 'Adventure']",Tomb Raider: Scavenger Bandit,Tomb Raider: Scavenger Bandit,2013-03-26,0.99,208792,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1216,"['Action', 'Adventure']",Tomb Raider: Scavenger Scout,Tomb Raider: Scavenger Scout,2013-03-26,0.99,208790,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1217,"['Action', 'Adventure']",Tomb Raider: Pistol Burst,Tomb Raider: Pistol Burst,2013-03-26,0.99,208804,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1218,"['Action', 'Adventure']",Tomb Raider: Pistol Silencer,Tomb Raider: Pistol Silencer,2013-03-26,0.99,208805,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1219,"['Action', 'Adventure']",Tomb Raider: Hunter Skin,Tomb Raider: Hunter Skin,2013-03-26,0.99,208806,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1220,"['Action', 'Adventure']",Tomb Raider: Shanty Town,Tomb Raider: Shanty Town,2013-03-26,2.99,208810,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1221,['Action'],Call of Duty®: Black Ops II - North American Flags of the World Calling Card Pack,Call of Duty®: Black Ops II - North American Flags of the World Calling Card Pack,2013-04-12,0.99,234780,Treyarch
1222,"['Action', 'Adventure']",Tomb Raider: 1939 Multiplayer Map Pack,Tomb Raider: 1939 Multiplayer Map Pack,2013-04-03,3.99,208814,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1223,"['Adventure', 'Indie', 'RPG']",Evoland,Evoland,2013-04-04,9.99,233470,Shiro Games
1224,"['Action', 'Adventure']",Another World – 20th Anniversary Edition,Another World – 20th Anniversary Edition,2013-04-04,9.99,233550,"Eric Chahi,DotEmu"
1225,['Simulation'],Train Simulator: PRR Alco RS11 Loco Add-On,Train Simulator: PRR Alco RS11 Loco Add-On,2013-04-04,19.99,222574,virtualRailroads
1226,"['Indie', 'Simulation', 'Sports', 'Strategy']",Lords of Football,Lords of Football,2013-04-05,14.99,230650,Geniaware Srl
1227,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Sang-Froid - Tales of Werewolves,Sang-Froid - Tales of Werewolves,2013-04-05,Free,227220,Artifice Studio
1228,['Simulation'],Train Simulator: BR Standard Class 2MT Loco Add-On,Train Simulator: BR Standard Class 2MT Loco Add-On,2013-04-04,19.99,222556,Digital Traction
1229,"['Action', 'Strategy', 'Indie', 'Casual']",Demolition Inc - Level & Weapon DLC,Demolition Inc - Level &amp; Weapon DLC,2013-04-08,1.99,98609,Zeroscale
1230,"['Indie', 'Strategy']",Cubemen 2,Cubemen 2,2013-04-08,7.99,228440,3 Sprockets
1231,"['Action', 'Strategy', 'Indie']",Primal Carnage - Experimental Dinosaur Skin Pack 2,Primal Carnage - Experimental Dinosaur Skin Pack 2,2013-04-08,0.99,235130,Lukewarm Media
1232,"['Action', 'Indie', 'Strategy']",Awesomenauts - Demon Skølldir Skin,Awesomenauts - Demon Skølldir Skin,2013-04-09,2.49,230885,Ronimo Games
1233,['Action'],Call of Duty®: Black Ops II - Jungle Warfare Personalization Pack,Call of Duty®: Black Ops II - Jungle Warfare Personalization Pack,2013-04-12,1.99,234779,Treyarch
1234,['Action'],Call of Duty®: Black Ops II - Viper Personalization Pack,Call of Duty®: Black Ops II - Viper Personalization Pack,2013-04-12,1.99,234778,Treyarch
1235,['Action'],Call of Duty®: Black Ops II - Bacon Personalization Pack,Call of Duty®: Black Ops II - Bacon Personalization Pack,2013-04-12,1.99,234776,Treyarch
1236,['Simulation'],Train Simulator: Southeastern Class 465 EMU Add-On,Train Simulator: Southeastern Class 465 EMU Add-On,2013-04-17,19.99,222576,Dovetail Games
1237,['Action'],Call of Duty®: Black Ops II - Benjamins Personalization Pack,Call of Duty®: Black Ops II - Benjamins Personalization Pack,2013-04-12,1.99,234775,Treyarch
1238,"['Adventure', 'Indie']",Papo & Yo Soundtrack,Papo &amp; Yo Soundtrack,2013-04-18,5.99,227090,Minority Media Inc.
1239,"['Adventure', 'Indie']",Papo & Yo,Papo &amp; Yo,2013-04-18,14.99,227080,Minority Media Inc.
1240,['Action'],Call of Duty®: Black Ops II - Zombies Personalization Pack,Call of Duty®: Black Ops II - Zombies Personalization Pack,2013-04-12,1.99,234777,Treyarch
1241,"['Action', 'Indie', 'Simulation']",Surgeon Simulator,Surgeon Simulator,2013-04-19,9.99,233720,Bossa Studios
1242,"['RPG', 'Simulation', 'Strategy']",Jagged Alliance: Back in Action DLC: Urban Specialist Kit,Jagged Alliance: Back in Action DLC: Urban Specialist Kit,2013-04-19,1.99,203343,Coreplay GmbH
1243,['Massively Multiplayer'],FINAL FANTASY® XI: Ultimate Collection Seekers Edition,FINAL FANTASY® XI: Ultimate Collection Seekers Edition,2013-04-19,29.99,230330,Square Enix
1244,['Action'],God Mode,God Mode,2013-04-19,9.99,227480,Old School Games
1245,"['Indie', 'Strategy']",Eador. Masters of the Broken World,Eador. Masters of the Broken World,2013-04-19,19.99,232050,Snowbird Games
1246,['Action'],Sacred Citadel: Jungle Hunt,Sacred Citadel: Jungle Hunt,2013-04-22,1.99,222380,Southend
1247,['Strategy'],Victoria II: Interwar Engineer Unit,Victoria II: Interwar Engineer Unit,2013-04-22,1.99,215004,Paradox Development Studio
1248,['Action'],Painkiller Hell & Damnation: Full Metal Rocket,Painkiller Hell &amp; Damnation: Full Metal Rocket,2013-04-26,3.99,229250,The Farm 51
1249,['Strategy'],Victoria II: Songs of the Civil War,Victoria II: Songs of the Civil War,2013-04-22,1.99,215002,Paradox Development Studio
1250,"['Action', 'RPG']",Mars: War Logs,Mars: War Logs,2013-04-26,14.99,232750,Spiders
1251,"['Casual', 'Sports']",Poker Night 2,Poker Night 2,2013-04-26,4.99,234710,Telltale Games
1252,"['Indie', 'Strategy']",StarDrive,StarDrive,2013-04-26,29.99,220660,Zero Sum Games
1253,"['Action', 'Adventure']",MINERVA,MINERVA,2013-04-28,Free,235780,Adam Foster
1254,"['Action', 'Indie', 'Strategy']",Sanctum 2,Sanctum 2,2013-05-15,14.99,210770,Coffee Stain Studios
1255,"['Action', 'Adventure', 'Indie']",Zack Zero,Zack Zero,2013-04-29,2.99,234290,Crocodile Entertainment
1256,"['Education', 'Software Training', 'Utilities', 'Web Publishing']",Driver Fusion Premium,Driver Fusion Premium,2017-11-23,39.99,234820,Treexy
1257,"['Action', 'Adventure']",Tomb Raider: Demolition Skin,Tomb Raider: Demolition Skin,2013-05-07,0.99,208817,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1258,"['Action', 'Adventure']",Tomb Raider: Sure-Shot Skin,Tomb Raider: Sure-Shot Skin,2013-05-07,0.99,208818,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1259,"['Action', 'Adventure']",Tomb Raider: Mountaineer Skin,Tomb Raider: Mountaineer Skin,2013-05-07,0.99,208809,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1260,"['Action', 'Indie', 'Strategy']",Awesomenauts - Pirate Leon Skin,Awesomenauts - Pirate Leon Skin,2013-05-07,4.99,230887,Ronimo Games
1261,"['Action', 'Adventure']",Tomb Raider: Shipwrecked Multiplayer Map Pack,Tomb Raider: Shipwrecked Multiplayer Map Pack,2013-05-07,3.99,208813,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1262,['Simulation'],Train Simulator: LMS Class 3F ‘Jinty’ Loco Add-On,Train Simulator: LMS Class 3F ‘Jinty’ Loco Add-On,2013-05-16,19.99,222575,MeshTools
1263,"['Indie', 'Simulation', 'Strategy']",Reus,Reus,2013-05-16,9.99,222730,Abbey Games
1264,['Action'],Call of Duty®: Black Ops II - Uprising,Call of Duty®: Black Ops II - Uprising,2013-05-16,14.99,219098,Treyarch
1265,"['Action', 'Adventure', 'Casual']",Dragon's Lair,Dragon's Lair,1983-06-19,9.99,227380,Digital Leisure Inc.
1266,"['Action', 'Indie']",Bad Bots,Bad Bots,2013-05-17,4.99,235070,Point Five Projects
1267,"['Action', 'Indie', 'Simulation']",Strike Suit Zero Heroes of the Fleet DLC,Strike Suit Zero Heroes of the Fleet DLC,2013-05-20,6.99,209548,Born Ready Games Ltd.
1268,"['Action', 'Strategy', 'Indie']",Primal Carnage - Dinosaur Skin Pack 3,Primal Carnage - Dinosaur Skin Pack 3,2013-05-20,0.99,235150,Lukewarm Media
1269,"['Action', 'Adventure']",Resident Evil Revelations / Biohazard Revelations,Resident Evil Revelations / Biohazard Revelations,2013-05-20,29.99,222480,Capcom
1270,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Cinematic Soundtrack Music Pack,RPG Maker VX Ace - Cinematic Soundtrack Music Pack,2013-06-03,19.99,229755,Degica
1271,['Strategy'],Crusader Kings II: Norse Portraits,Crusader Kings II: Norse Portraits,2013-05-28,1.99,210904,Paradox Development Studio
1272,['Strategy'],Crusader Kings II: Hymns to the Old Gods,Crusader Kings II: Hymns to the Old Gods,2013-05-28,1.99,226660,Paradox Development Studio
1273,['Strategy'],Expansion - Crusader Kings II: The Old Gods,Expansion - Crusader Kings II: The Old Gods,2013-05-28,14.99,210908,Paradox Development Studio
1274,['Action'],Aliens: Colonial Marines Collector's Edition Pack,Aliens: Colonial Marines Collector's Edition Pack,2013-05-28,29.99,219445,Gearbox Software
1275,['Action'],Aliens: Colonial Marines Limited Edition Pack,Aliens: Colonial Marines Limited Edition Pack,2013-05-28,29.99,219444,Gearbox Software
1276,['Action'],Aliens: Colonial Marines Sawed-off Double Barrel Shotgun,Aliens: Colonial Marines Sawed-off Double Barrel Shotgun,2013-05-28,29.99,219447,Gearbox Software
1277,"['Casual', 'Simulation']",Rocksmith - Rick Springfield - Jessie’s Girl,Rocksmith - Rick Springfield - Jessie’s Girl,2013-05-28,2.99,222120,Ubisoft - San Francisco
1278,['Action'],Aliens: Colonial Marines SHARP Sticks,Aliens: Colonial Marines SHARP Sticks,2013-05-28,29.99,219446,Gearbox Software
1279,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - The Nothing Battles Music Pack,RPG Maker VX Ace - The Nothing Battles Music Pack,2013-06-03,4.99,229758,Enterbrain
1280,"['Action', 'Adventure']",Remember Me,Remember Me,2013-06-03,29.99,228300,DONTNOD Entertainment
1281,"['Action', 'Adventure']",Tomb Raider: Tomb of the Lost Adventurer,Tomb Raider: Tomb of the Lost Adventurer,2013-06-04,2.99,208812,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1282,"['Action', 'Adventure']",Tomb Raider: Scavenger Executioner,Tomb Raider: Scavenger Executioner,2013-06-04,0.99,208791,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
1283,"['Action', 'Adventure']",Resident Evil: Revelations Resistance Set,Resident Evil: Revelations Resistance Set,2013-06-04,1.99,229621,Capcom
1284,"['Action', 'Adventure']",Resident Evil: Revelations Enhancement Set,Resident Evil: Revelations Enhancement Set,2013-06-04,1.99,229622,Capcom
1285,"['Action', 'Indie']",Dollar Dash - Robber's Toolkit DLC,Dollar Dash - Robber's Toolkit DLC,2013-06-04,1.99,214331,Candygun Games
1286,"['Indie', 'Strategy']",Sins of a Solar Empire®: Rebellion - Forbidden Worlds™ DLC,Sins of a Solar Empire®: Rebellion - Forbidden Worlds™ DLC,2013-06-05,4.99,228601,"Ironclad Games,Stardock Entertainment"
1287,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Modern Day Tiles Resource Pack,RPG Maker VX Ace - Modern Day Tiles Resource Pack,2013-06-03,6.99,229752,Degica
1288,['Casual'],Cranky Cat,Cranky Cat,2013-06-05,2.99,236290,March Entertainment
1289,"['Action', 'Strategy', 'Indie']",Tryst: Survival DLC,Tryst: Survival DLC,2013-06-05,1.99,208470,BlueGiant Interactive
1290,['Simulation'],Train Simulator: BNSF Locomotive Pack Add-On,Train Simulator: BNSF Locomotive Pack Add-On,2013-06-07,19.99,222581,Dovetail Games
1291,"['Casual', 'Simulation']",Agricultural Simulator 2013 - Steam Edition,Agricultural Simulator 2013 - Steam Edition,2013-06-07,9.99,236790,Actalogic
1292,"['Indie', 'RPG']",Penny Arcade's On the Rain-Slick Precipice of Darkness 4,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,2013-06-07,4.99,237570,Zeboyd Games
1293,"['Casual', 'Indie', 'Simulation', 'Strategy']",7 Grand Steps: What Ancients Begat,7 Grand Steps: What Ancients Begat,2013-06-07,19.99,238930,Mousechief
1294,"['Casual', 'Indie', 'RPG', 'Strategy']",Prime World: Defenders,Prime World: Defenders,2013-06-05,9.99,235360,Nival
1295,['Strategy'],COH 2 - Soviet Skin: (H) Winter Whitewash Voronezh Front,COH 2 - Soviet Skin: (H) Winter Whitewash Voronezh Front,2013-06-24,1.99,231489,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1296,['Strategy'],COH 2 - Soviet Skin: (L) Winter Whitewash Voronezh Front,COH 2 - Soviet Skin: (L) Winter Whitewash Voronezh Front,2013-06-24,1.99,231488,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1297,['Strategy'],COH 2 - German Skin: (M) Winter Ambush Pattern,COH 2 - German Skin: (M) Winter Ambush Pattern,2013-06-24,1.99,231487,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1298,['Strategy'],COH 2 - German Skin: (L) Winter Ambush Pattern,COH 2 - German Skin: (L) Winter Ambush Pattern,2013-06-24,1.99,231486,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1299,['Strategy'],COH 2 - German Skin: (L) Three Color Ambush Pattern,COH 2 - German Skin: (L) Three Color Ambush Pattern,2013-06-24,1.99,231483,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1300,['Simulation'],Train Simulator: BR Class 50 Loco Add-On,Train Simulator: BR Class 50 Loco Add-On,2013-06-13,7.99,208375,MeshTools
1301,"['Action', 'Indie', 'Strategy']",Awesomenauts - Teddy Ayla Skin,Awesomenauts - Teddy Ayla Skin,2013-06-13,2.49,230892,Ronimo Games
1302,"['Indie', 'Strategy']",AI War: Vengeance Of The Machine,AI War: Vengeance Of The Machine,2013-06-17,4.99,238950,"Arcen Games, LLC"
1303,['Simulation'],Train Simulator: NKP S-2 Class 'Berkshire' Loco Add-On,Train Simulator: NKP S-2 Class 'Berkshire' Loco Add-On,2013-06-13,19.99,208348,G-TraX
1304,['Action'],Aliens: Colonial Marines - Movie Map Pack,Aliens: Colonial Marines - Movie Map Pack,2013-06-11,29.99,219442,Gearbox Software
1305,['Simulation'],Train Simulator: SP&S E-1 Class 'Northern' Loco Add-On,Train Simulator: SP&amp;S E-1 Class 'Northern' Loco Add-On,2013-06-13,19.99,208349,G-TraX
1306,"['Action', 'Indie', 'Strategy']",Awesomenauts - Shaolin Ayla Skin,Awesomenauts - Shaolin Ayla Skin,2013-06-13,2.49,230891,Ronimo Games
1307,"['Indie', 'RPG']",Knights of Pen and Paper +1 Edition,Knights of Pen and Paper +1 Edition,2013-06-18,9.99,231740,Behold Studios
1308,"['Action', 'Adventure', 'RPG']",Dungeons & Dragons: Chronicles of Mystara,Dungeons &amp; Dragons: Chronicles of Mystara,2013-06-18,14.99,229480,Iron Galaxy Studios
1309,['Strategy'],Worms Revolution - Customization Pack,Worms Revolution - Customization Pack,2013-06-18,4.99,235230,Team17 Digital Ltd
1310,['Strategy'],Magic 2014 “Mind Maze” Foil Conversion,Magic 2014 “Mind Maze” Foil Conversion,2013-06-26,0.99,213901,Stainless Games
1311,['Strategy'],Crusader Kings II: Dynasty Shield III,Crusader Kings II: Dynasty Shield III,2013-06-25,1.99,226664,Paradox Development Studio
1312,['Strategy'],Crusader Kings II: Celtic Portraits,Crusader Kings II: Celtic Portraits,2013-06-25,1.99,226663,Paradox Development Studio
1313,['Action'],Bioshock Infinite: Columbia's Finest,Bioshock Infinite: Columbia's Finest,2013-06-25,4.99,2028850,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
1314,['Strategy'],Crusader Kings II: Celtic Unit Pack,Crusader Kings II: Celtic Unit Pack,2013-06-25,1.99,226662,Paradox Development Studio
1315,"['Action', 'RPG']",Borderlands 2: Tiny Tina's Assault on Dragon Keep,Borderlands 2: Tiny Tina's Assault on Dragon Keep,2013-06-25,9.99,218550,"Gearbox Software,Aspyr (Mac &amp; Linux)"
1316,['Action'],Sniper Ghost Warrior 2: World Hunter Pack,Sniper Ghost Warrior 2: World Hunter Pack,2013-06-25,3.99,232647,City Interactive
1317,['Simulation'],The Sims 3: Island Paradise,The Sims 3: Island Paradise,2013-06-25,19.99,223598,The Sims Studio
1318,"['Action', 'Casual', 'Indie', 'Strategy']",Sanctum 2: Road to Elysion,Sanctum 2: Road to Elysion,2013-06-26,4.99,237030,Coffee Stain Studios
1319,['Strategy'],Company of Heroes 2,Company of Heroes 2,2013-06-25,19.99,231430,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1320,['Strategy'],Sealed Play Deck - Slot 05,Sealed Play Deck - Slot 05,2013-06-26,1.99,219624,Stainless Games
1321,['Strategy'],Sealed Play Deck - Slot 04,Sealed Play Deck - Slot 04,2013-06-26,1.99,219623,Stainless Games
1322,['Strategy'],Magic 2014 “Masks of the Dimir” Deck Key,Magic 2014 “Masks of the Dimir” Deck Key,2013-06-26,0.99,213892,Stainless Games
1323,"['Action', 'Adventure', 'Indie']",Alien Spidy: Between a Rock and a Hard Place,Alien Spidy: Between a Rock and a Hard Place,2013-07-25,1.99,207011,Enigma SP
1324,"['Action', 'RPG']",Borderlands 2: Mechromancer Steampunk Slayer Pack,Borderlands 2: Mechromancer Steampunk Slayer Pack,2013-07-02,0.99,224160,Gearbox Software
1325,"['Action', 'RPG']",Borderlands 2: Gunzerker Dapper Gent Pack,Borderlands 2: Gunzerker Dapper Gent Pack,2013-07-02,0.99,224161,Gearbox Software
1326,"['Action', 'RPG']",Borderlands 2: Psycho Madness Pack,Borderlands 2: Psycho Madness Pack,2013-07-02,0.99,224163,Gearbox Software
1327,"['Action', 'RPG']",Borderlands 2: Psycho Domination Pack,Borderlands 2: Psycho Domination Pack,2013-07-02,0.99,224165,Gearbox Software
1328,['Strategy'],Magic 2014 “Enter the Dracomancer” Deck Key,Magic 2014 “Enter the Dracomancer” Deck Key,2013-06-26,0.99,213894,Stainless Games
1329,"['Action', 'RPG']",Borderlands 2: Psycho Dark Psyche Pack,Borderlands 2: Psycho Dark Psyche Pack,2013-07-02,0.99,224162,Gearbox Software
1330,['Strategy'],Magic 2014 “Firewave” Deck Key,Magic 2014 “Firewave” Deck Key,2013-06-26,0.99,213890,Stainless Games
1331,"['Action', 'RPG']",Borderlands 2: Commando Haggard Hunter Pack,Borderlands 2: Commando Haggard Hunter Pack,2013-07-02,0.99,224167,Gearbox Software
1332,"['Action', 'RPG']",Borderlands 2: Assassin Stinging Blade Pack,Borderlands 2: Assassin Stinging Blade Pack,2013-07-02,0.99,224168,Gearbox Software
1333,"['Action', 'RPG']",Borderlands 2: Psycho Supremacy Pack,Borderlands 2: Psycho Supremacy Pack,2013-07-02,0.99,224164,Gearbox Software
1334,['Action'],Mortal Kombat Komplete Edition,Mortal Kombat Komplete Edition,2013-07-03,19.99,237110,"NetherRealm Studios,High Voltage Software"
1335,"['Action', 'RPG']",Borderlands 2: Siren Glitter and Gore Pack,Borderlands 2: Siren Glitter and Gore Pack,2013-07-02,0.99,224166,Gearbox Software
1336,"['Free to Play', 'Massively Multiplayer', 'RPG']",Ragnarok Online 2 - Elemento School Graduation Pack,Ragnarok Online 2 - Elemento School Graduation Pack,2013-07-02,14.99,239370,"Gravity, Inc."
1337,"['Free to Play', 'Massively Multiplayer', 'RPG']",Ragnarok Online 2 - Trendsetter Fashionista's Pack,Ragnarok Online 2 - Trendsetter Fashionista's Pack,2013-07-02,16.99,239380,"Gravity, Inc."
1338,"['Action', 'Indie']",Bleed,Bleed,2013-07-03,4.99,239800,Ian Campbell
1339,['Action'],Killing Floor - Mrs Foster Pack,Killing Floor - Mrs Foster Pack,2013-07-03,4.99,210945,Tripwire Interactive
1340,['Action'],Killing Floor - Golden Weapon Pack 2,Killing Floor - Golden Weapon Pack 2,2013-07-03,7.99,210944,Tripwire Interactive
1341,['Action'],Killing Floor - Community Weapon Pack 2,Killing Floor - Community Weapon Pack 2,2013-07-03,7.99,210943,Tripwire Interactive
1342,"['Action', 'Free to Play']",Soldier Front 2,Soldier Front 2,2013-07-03,Free to Play,239660,Dragonfly
1343,"['Action', 'RPG']",DARK,DARK,2013-07-03,9.99,225360,Realmforge Studios
1344,"['Racing', 'Sports']",TrackMania² Valley,TrackMania² Valley,2013-07-04,19.99,243360,Nadeo
1345,['Action'],Shadow Warrior Classic Redux,Shadow Warrior Classic Redux,1997-05-13,9.99,225160,General Arcade
1346,['RPG'],FINAL FANTASY VII,FINAL FANTASY VII,2013-07-04,11.99,39140,Square Enix
1347,"['Indie', 'Simulation', 'Sports', 'Strategy']",Lords of Football: Super Training,Lords of Football: Super Training,2013-07-08,4.99,230691,Geniaware Srl
1348,['Simulation'],Train Simulator: SD40-2 Independence Loco Add-On,Train Simulator: SD40-2 Independence Loco Add-On,2013-07-04,19.99,222589,Dovetail Games
1349,"['Racing', 'Sports']",GRID 2 - Drift Pack,GRID 2 - Drift Pack,2013-07-09,5.99,221167,"Codemasters Racing,Feral Interactive (Mac)"
1350,"['Casual', 'Simulation']",Farming Simulator 2013: Ursus,Farming Simulator 2013: Ursus,2013-07-09,14.99,220285,Giants Software
1351,['Strategy'],Sid Meier's Civilization V: Brave New World,Sid Meier's Civilization V: Brave New World,2013-07-08,29.99,235580,"Firaxis Games,Aspyr (Mac, Linux)"
1352,"['Action', 'Indie']",Runner2 - Good Friends Character Pack,Runner2 - Good Friends Character Pack,2013-07-11,0.99,218065,Gaijin Games
1353,"['Adventure', 'Casual', 'Indie']",Toki Tori 2+,Toki Tori 2+,2013-07-11,14.99,201420,Two Tribes
1354,"['Action', 'Indie']",BIT.TRIP FATE,BIT.TRIP FATE,2013-07-11,9.99,205080,Gaijin Games
1355,['Action'],R.I.P.D.: The Game,R.I.P.D.: The Game,2013-07-16,9.99,237590,Old School Games
