,genres,app_name,price_x,item_id,developer,user_id,playtime_forever,recommend,sentiment_analysis,genres_encoded
49936,Action,Killer is Dead - Nightmare Edition,19.99,261110,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,greyson_4450,322.0,True,2,0
49952,"RPG, Simulation, Strategy",Tropico 5,19.99,245620,Haemimont Games,76561198026741163,151.0,True,2,275
50045,"Casual, Indie, Simulation, Strategy",Showtime!,5.99,285050,Myrtilus Entertainment,randyy242,143.0,True,2,212
50046,"Action, Adventure, Indie, Simulation, Early Access",The Forest,14.99,242760,Endnight Games Ltd,ARTHERDUNGER10,118.0,True,0,44
50874,"Action, Adventure, Indie",The Fall,9.99,290770,Over The Moon,76561198029946722,126.0,True,2,28
50892,"Adventure, Indie",Richard & Alice,5.99,279260,Owl Cave,76561197967411092,5.0,True,0,171
50893,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,4.99,247730,Phosphor Games Studio,76561198050156481,44.0,False,0,106
51205,"Action, Adventure, Indie",Lifeless Planet Premier Edition,19.99,261530,Stage 2 Studios,ImM4RK5M4N,144.0,True,2,28
51220,"Action, Adventure, Indie, RPG",Magicite,9.99,268750,SmashGames,fudgecakes01,983.0,True,2,35
51322,"Adventure, Indie",Shadows on the Vatican Act I: Greed,6.99,286360,"10th Art Studio,Adventure Productions",76561198050498297,55.0,True,2,171
51332,"Adventure, Indie",Reversion - The Escape (1st Chapter),0.99,270570,3f Interactive,starblaster64,81.0,True,2,171
51337,Action,Enemy Front,29.99,256190,CI Games,76561198099908401,2.0,False,0,0
51343,"Casual, Indie, Simulation, Strategy",Smooth Operators,2.99,262900,Heydeck Games,76561197971663378,41.0,True,2,212
51346,Indie,Spy Chameleon - RGB Agent,4.99,297490,Unfinished Pixel,reddeadslayer,170.0,True,2,249
51347,"Action, Indie, RPG",A Wizard's Lizard,9.99,280040,Lost Decade Games,ThePotaot,90.0,True,2,107
51350,"Indie, Simulation, Strategy",Xenonauts,24.99,223830,Goldhawk Interactive,hl3confirmed-manaos-illuminati,523.0,True,2,267
51357,RPG,Stick RPG 2: Director's Cut,19.99,307640,XGen Studios,76561198027481760,170.0,True,2,273
51363,"Adventure, Indie, RPG, Strategy",Divinity: Original Sin (Classic),39.99,230230,Larian Studios,76561198066835162,522.0,True,2,178
51444,"Adventure, Casual, Indie",Spoiler Alert,2.99,283230,MEGAFUZZ,sporelife,274.0,True,2,153
51445,"Action, Free to Play, Massively Multiplayer",Warface,0,291480,Crytek,Guinhoh311,17.0,False,0,89
52177,"Casual, Indie, Simulation",Contraption Maker,7.99,241240,Game Dev Castle,76561198071447664,27.0,True,2,209
52186,"Action, Indie",Cult of the Wind,9.99,293840,North of Earth,76561198057195912,7.0,False,2,102
52190,Simulation,X-Plane 10 Global - 64 Bit,771.71,292180,Laminar Research,76561198072998194,5695.0,True,2,281
52192,"Action, Casual, Indie",Pivvot,4.99,293900,Fixpoint Productions Ltd.,euzo,279.0,True,2,63
52194,Strategy,Magic 2015 - Duels of the Planeswalkers,9.99,255420,Stainless Games,ceffly,150.0,True,2,287
52208,"Action, Casual, Free to Play, Indie, Massively Multiplayer, Early Access",Of Guards And Thieves,0,302590,Subvert Games,feechdoingwork,1497.0,True,2,55
52212,Utilities,EVGA Precision XOC,Install Now,268850,EVGA,76561198045214274,177.0,True,2,292
52231,"Casual, Indie, Simulation, Strategy",Wildlife Park 2,6.99,304350,b-alive gmbh,76561198070851438,44.0,True,1,212
52232,"Action, Adventure",Pixel Hunter,2.99,313040,Lemondo Entertainment,76561198088719806,12.0,False,0,1
52233,"Action, Indie",Freedom Planet,14.99,248310,GalaxyTrail,NemesisAE,168.0,True,2,102
52247,"Action, Indie, RPG, Strategy",Dungeon Defenders Eternity,19.99,302270,Nom Nom Games,Lexxbomb,70.0,True,2,113
52277,"Adventure, Casual, Free to Play, Indie, RPG",Velvet Sundown,0,307290,Tribe Studios,76561198053897790,90.0,True,2,148
52407,"Action, Indie",Vertical Drop Heroes HD,6.99,311480,Nerdook Productions,primeoj,14.0,True,0,102
52408,"Action, Indie, Early Access",Rodina,14.99,314230,Elliptic Games,76561198057075691,349.0,True,2,104
52410,RPG,The Legend of Heroes: Trails in the Sky,19.99,251150,Nihon Falcom,suchcustom,3487.0,True,2,273
52416,"Action, Adventure, Free to Play, Indie",The Expendabros,Free,312990,Free Lives,76561198043275956,16.0,True,1,20
52701,"Action, RPG",Sacred 3,14.99,247950,Keen Games,budgiethesmuggler,55.0,True,2,130
52717,Indie,Road Not Taken,14.99,293740,Spry Fox LLC,76561198084578332,317.0,True,1,249
52719,"Action, Indie, Simulation",Orbital Gear,9.99,298520,Night Node,komp54,290.0,True,2,120
52727,"Action, Simulation, Strategy",Victory At Sea,24.99,298480,Evil Twin Artworks,0-3-0,3072.0,False,0,138
52729,Strategy,Frontline : Road to Moscow,9.99,306620,88mm,76561198069028254,128.0,False,2,287
52730,"Adventure, Indie",Another Perspective,5.99,305920,ShaunJS,76561197968602819,7.0,False,0,171
52731,"Adventure, Casual, Indie",Morphopolis,3.99,314020,"Dan  Walters,Ceri Williams",76561198073222743,96.0,False,2,153
52759,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Strategy",Divine Souls F2P MMO,0,300040,GamePrix,76561198043712483,2.0,True,2,22
52779,Action,Platypus II,6.99,319180,Idigicon,76561198041999469,6.0,True,0,0
52781,"Casual, Free to Play, Indie",Max Gentlemen,Free,257710,The Men Who Wear Many Hats,harley293,19.0,True,2,192
52823,"Action, Indie, Strategy",Commando Jack,9.99,299260,Colossal Games,76561198086361252,221.0,True,2,126
52830,Action,Metro 2033 Redux,19.99,286690,4A Games,dropssdrop,223.0,True,1,0
52928,Action,Metro: Last Light Redux,19.99,287390,4A Games,76561198041245503,219.0,True,2,0
53060,"Action, Indie, RPG",Lichdom: Battlemage,39.99,261760,Xaviant,76561198065810866,77.0,True,2,107
53102,"Action, Adventure, RPG",How to Survive,14.99,250400,Eko Software,76561198064026657,58.0,True,2,47
53437,"Action, Indie, Simulation, Strategy",GoD Factory: Wingmen,19.99,262750,Nine Dots Studio,LemonSherbet,90.0,True,2,123
53438,RPG,Fable Anniversary,34.99,288470,Lionhead Studios,ChaChing,92.0,True,1,273
53480,"Indie, Strategy",Lords of the Black Sun,29.99,246940,Arkavi Studios,76561198073976831,179.0,False,2,270
53481,"Casual, Racing",The Collider,2.99,319550,Shortbreak Studios s.c.,dominator2001,67.0,True,1,215
53497,"Action, Free to Play, Indie",Color Symphony,Free,317410,REMIMORY,ZavStephen,7.0,False,1,76
53517,"Indie, Strategy",Reprisal Universe,6.99,319560,electrolyte,76561198040458849,80.0,True,2,270
53520,"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,29.99,272510,"CyberConnect2 Co., Ltd.",gabrielpadovani11,436.0,True,1,1
53541,"Casual, Free to Play, Indie, Massively Multiplayer, Strategy",My Lands: Black Gem Hunting,0,290730,"Gravvit Ltd,Forbes  Consult Ltd",Khuth,8920.0,True,1,195
53549,"RPG, Strategy",Endless Legend™,29.99,289130,AMPLITUDE Studios,smashiroshh,593.0,True,2,276
53669,"Adventure, Free to Play, Massively Multiplayer, RPG, Strategy",WAKFU,0,215080,Ankama Studio,Dantress,35.0,True,2,170
53743,"Action, Indie",Heavy Bullets,9.99,297120,Terri Vellmann,76561198073419907,59.0,True,0,102
53755,"Adventure, Indie, RPG, Strategy",Wasteland 2: Director's Cut,39.99,240760,inXile Entertainment,Luk45_,27.0,True,2,178
53800,"Action, Adventure, Indie, RPG",Magicmaker,9.99,319250,Tasty Stewdios LLC,76561198090867859,243.0,True,2,35
53805,"Simulation, Strategy",Stronghold Crusader 2,49.99,232890,FireFly Studios,Stiffishend4,365.0,True,2,283
53813,"Indie, Strategy",DG2: Defense Grid 2,14.99,221540,Hidden Path Entertainment,MoniqueTron,414.0,True,2,270
53816,Adventure,Sherlock Holmes: Crimes and Punishments,29.99,241260,Frogwares,bobcookies69,691.0,False,0,144
53828,"Action, Adventure",Middle-earth™: Shadow of Mordor™,19.99,241930,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",76561198109656922,889.0,True,2,1
54362,"Action, Indie",Wrack,9.99,253610,Final Boss Entertainment,76561198083612270,139.0,True,2,102
54363,Action,Styx: Master of Shadows,29.99,242640,Cyanide Studio,76561198058555953,1081.0,True,2,0
54389,"Action, Casual, Free to Play, Massively Multiplayer",Counter-Strike Nexon: Zombies,0,273110,Nexon,76561198031414507,813.0,False,2,60
54929,Action,Tron 2.0,9.99,327740,"Monolith Productions, Inc.",76561198054155652,279.0,True,2,0
54931,Action,The Evil Within,19.99,268050,Tango Gameworks,Jarrod159,1008.0,True,0,0
54970,"Adventure, Casual, RPG",Deep Dungeons of Doom,4.99,325090,Bossa Studios,76561198035783483,192.0,False,0,160
54973,"Indie, Simulation, Strategy",Ultimate General: Gettysburg,14.99,306660,Game-Labs,76561198065771371,1245.0,True,2,267
54976,"Racing, Sports",F1 2014,29.99,226580,Codemasters,debuffsau,6270.0,True,2,280
54988,"Adventure, Simulation",Sword of the Samurai,6.99,327950,"MicroProse Software, Inc",76561198002435405,24.0,True,2,186
54989,"Action, Indie",Screencheat,14.99,301970,Samurai Punk,Noster69,14.0,True,2,102
55015,"Action, Adventure, Simulation",Enforcer: Police Crime Action,19.99,318220,Odin Game Studio,lolijuygter,60.0,False,2,49
55027,"Indie, Simulation, Strategy",Spacebase DF-9,9.99,246090,Double Fine Productions,ROCCAT4D,232.0,True,2,267
55051,Adventure,The Moon Sliver,1.99,329830,David Szymanski,R62153,55.0,False,0,144
55053,Simulation,Farming Simulator 15,19.99,313160,Giants Software,76561198066845155,845.0,True,2,281
55109,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access",Miscreated,19.99,299740,Entrada Interactive LLC,76561198014328586,141.0,False,0,33
55151,"Casual, Indie",Cosmic DJ,2.99,297110,Gl33k,76561198053379690,26.0,True,2,204
55160,Action,The Binding of Isaac: Rebirth,14.99,250900,"Nicalis, Inc.",76561198031924053,329.0,True,2,0
55439,"Adventure, Indie, RPG",A Bird Story,3.99,327410,Freebird Games,HelloProcrastinators,107.0,True,2,175
55451,"RPG, Strategy",Space Hulk Ascension,29.99,317620,Full Control Studios,JamaicanTheBacon,6.0,True,2,276
55454,"Adventure, Indie",Chariot,14.99,319450,Frima Studio,76561198018574780,187.0,True,2,171
55455,"Adventure, Casual, Indie, RPG, Strategy",Sneaky Sneaky,4.99,259410,Naiad Entertainment LLC,76561198073360067,147.0,True,1,157
55457,"Action, Adventure",Far Cry® 4,29.99,298110,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",thelostwolf,575.0,True,1,1
55647,"Action, Indie",The Blue Flamingo,4.99,302010,Might and Delight,76561198143242417,23.0,True,2,102
55648,"Action, Adventure, Casual, Indie",Never Alone (Kisima Ingitchuna),14.99,295790,"Upper One Games,E-Line Media",rainbowexplosian,74.0,False,0,10
55658,Adventure,Escape Dead Island,14.99,226560,Fatshark,MistaDak,124.0,True,2,144
55661,"Action, Adventure, Casual, Free to Play, RPG, Strategy",Gems of War - Puzzle RPG,0,329110,Infinity Plus 2,Sm1ley96,32.0,True,2,9
55663,"Indie, Strategy",WARMACHINE: Tactics,Play WARMACHINE: Tactics Demo,253510,WhiteMoon Dreams,76561198046094676,342.0,True,2,270
55668,"Action, Indie, RPG",Death Skid Marks,9.99,326150,Studio Whisky Tango Inc.,76561198000673743,232.0,True,2,107
55671,"Action, Adventure, Indie",Passing Pineview Forest,Free,331120,VIS - Visual Imagination Software,NoobPromedio,21.0,True,0,28
55679,"Adventure, Indie, Early Access",Amazing Frog?,15.99,332570,Fayju,bbbblair,169.0,True,1,173
55683,"Action, Indie, Simulation",Kinetic Void,19.99,227160,Badland Studio,76561198100668404,95.0,False,2,120
55705,"Indie, RPG, Simulation, Strategy",Craft The World,18.99,248390,Dekovir Entertainment,thunderfuckers,80.0,True,2,257
55753,"Adventure, Casual, Simulation",If My Heart Had Wings,14.99,326480,MoeNovel,76561198044781597,2518.0,True,1,161
55759,"Adventure, Strategy",The Witcher Adventure Game,9.99,303800,"CD PROJEKT RED,Can Explode",76561198130488811,4.0,True,2,187
55761,"Action, Adventure, Indie",Wings of Vi,14.99,318530,Grynsoft,76561198052184284,57.0,True,1,28
55767,"Free to Play, Indie, Strategy",Galcon 2: Galactic Conquest,0,294160,"Hassey Enterprises, Inc.",Teravoltbuster,4.0,True,1,234
55793,"Free to Play, Strategy",Lambda Wars Beta,Free,270370,Vortal Storm,prettygoodXD,455.0,True,2,248
55881,RPG,FINAL FANTASY® XIII-2,19.99,292140,Square Enix,76561198105269395,246.0,False,0,273
55905,"Action, Adventure, Indie, RPG",bit Dungeon II,3.99,331440,KintoGames,Paulie1333,64.0,False,2,35
55917,"Adventure, Indie, RPG",LISA,9.99,335670,Dingaling,76561197996458179,229.0,True,1,175
55939,"Indie, RPG, Strategy",Town of Salem,4.99,334230,BlankMediaGames,76561198031839921,143.0,True,0,259
56035,"Action, Indie",Dead Effect,4.99,286040,"BadFly Interactive, a.s.",76561198071153813,28.0,True,2,102
56056,"Action, Adventure",METAL GEAR SOLID V: GROUND ZEROES,19.99,311340,Kojima Productions,halofreak61,973.0,True,2,1
56152,"Action, Casual, Indie, Racing, Sports",SpeedRunners,14.99,207140,DoubleDutch Games,76561198073853424,330.0,True,1,67
56590,"Action, Free to Play, Early Access",BLOCKADE 3D,0,302830,Shumkov Dmitriy,76561198047200774,53.0,False,0,75
56944,"Indie, RPG",Choice of Robots,9.99,339350,Choice of Games,76561198067366139,265.0,True,1,254
56948,"Action, Indie",Geometry Dash,3.99,322170,RobTop Games,76561198057053248,154.0,True,2,102
57047,Utilities,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",19.99,337070,Dimmdrive Inc.,76561198072905189,16.0,True,2,292
57049,"Action, Casual, Indie",Castle,4.99,339290,Snails Animation,phgodfather,8.0,False,0,63
57051,"Adventure, Casual, Indie",Teddy Floppy Ear - Mountain Adventure,4.99,340300,Forever Entertainment S. A.,76561198069050565,199.0,False,1,153
57063,"Indie, RPG, Simulation, Strategy",HuniePop,9.99,339800,HuniePot,C14M8S,247.0,True,1,257
57156,"Action, Adventure",Resident Evil / biohazard HD REMASTER,19.99,304240,"CAPCOM Co., Ltd.",HAramabeeHarrrisssooon,397.0,True,1,1
57180,"Action, Adventure, Indie",PARTICLE MACE,0.98,295690,Andy Wallace,Rhyzak,1.0,True,1,28
57198,"Adventure, Indie, Early Access",Stranded Deep,14.99,313120,Beam Team Games,FOSC,380.0,True,2,173
57444,Strategy,Grey Goo,29.99,290790,Petroglyph,76561198064267602,110.0,True,2,287
57459,"Free to Play, Indie",Without Within,Free,345650,InvertMouse,stormshado,1.0,False,0,225
57473,"Action, Adventure, Indie, RPG",Apotheon,14.99,208750,Alientrap,76561198061805895,73.0,True,2,35
57482,"Action, Free to Play, Indie, RPG",Destination Sol,0,342980,MovingBlocks,76561198079283700,74.0,False,0,82
57522,"Adventure, Indie, RPG",SUNLESS SEA,18.99,304650,Failbetter Games,McDergan,920.0,True,2,175
57552,"Action, Indie, Simulation, Strategy",Universal Combat CE,9.99,345580,3000AD,Avalus2301,1443.0,False,0,123
57554,"Action, Casual, Indie",Samudai,2.99,342740,Geek Sloth Games,TheAussieBeast,4.0,True,2,63
57555,Free to Play,HIT,0,336670,Shifty Chair Games,nstokesy,21.0,True,2,223
57565,"Action, Indie, RPG",Hand of Fate,19.99,266510,Defiant Development,76561198043078213,52.0,True,2,107
57582,"Action, Free to Play",Boring Man - Online Tactical Stickman Combat,0,346120,Spasman Games,76561198076885214,193.0,True,2,74
57642,"Adventure, Casual, Indie, RPG",Hero of the Kingdom II,7.99,346560,Lonely Troops,pazzaz,141.0,True,2,154
57644,"Action, Adventure",Resident Evil Revelations 2 / Biohazard Revelations 2,5.99,287290,"CAPCOM Co., Ltd.",DANKESTMEMEMACHINEEVER,466.0,True,1,1
57714,"Action, Indie, Strategy, Early Access",Airships: Conquer the Skies,14.99,342560,David Stark,76561198039880975,372.0,True,2,127
57715,"Action, Indie",Over 9000 Zombies!,1.99,273500,Loren Lemcke,Myystic,15.0,True,2,102
57716,"Action, Adventure, Indie",Oddworld: New 'n' Tasty,19.99,314660,"Just Add Water (Developments), Ltd.",76561198037459876,21.0,True,2,28
57740,"Simulation, Strategy",Homeworld Remastered Collection,34.99,244160,"Gearbox Software,Aspyr (Mac)",76561198060697096,247.0,True,2,283
57821,Action,DRAGON BALL XENOVERSE,39.99,323470,DIMPS,ventator,643.0,True,0,0
57893,"Action, Casual, Free to Play, RPG, Simulation, Strategy",HIS (Heroes In the Sky),139.92,342570,GameUS Inc.,Shohmyooh127,5.0,False,0,62
57899,RPG,The I of the Dragon,6.99,279720,Primal,S810sWolf,821.0,True,2,273
57901,"Adventure, Casual, Indie",Shelter 2,14.99,275100,Might and Delight,76561198130106002,614.0,True,2,153
57911,"Simulation, Strategy, Early Access",Automation - The Car Company Tycoon Game,29.99,293760,Camshaft Software,76561198005818649,36.0,True,2,284
57919,"Action, Free to Play, RPG",Modular Combat,Free Mod,349480,Ascension Entertainment LLC,TfhuAWGscvg,333.0,True,2,98
57991,"Casual, Strategy",12 Labours of Hercules,2.99,342580,"Jetdogs Studios,Zoom Out Games",76561198070924701,98.0,True,2,220
57992,Strategy,Etherium,9.99,245370,Tindalos Interactive,76561198090375180,13.0,True,2,287
57993,"Indie, RPG, Strategy",Ironcast,14.99,327670,Dreadbit,76561198049918506,1099.0,True,2,259
57995,"Free to Play, Massively Multiplayer, RPG",ArcheAge,0,304030,XLGAMES,76561198056094672,189.0,True,2,237
58061,"Action, Adventure, Free to Play",Half-Life 2: Update,Free,290930,"Filip Victor,Valve",76561198026864213,1323.0,True,2,19
58083,"Casual, Free to Play, Indie",AdVenture Capitalist,0,346900,Hyper Hippo Games,aquelecaraqfazaquilo,60.0,True,0,192
59139,"Adventure, Indie, Simulation",Make it indie!,0.99,357900,Sometimes You,MIMMATA,244.0,False,0,179
59147,"Action, Casual, Free to Play, Massively Multiplayer, Sports",Freestyle 2: Street Basketball,0,339610,Joycity,76561198064604341,100.0,False,2,61
59317,"Action, RPG",DARK SOULS™ II: Scholar of the First Sin,39.99,335300,"FromSoftware, Inc",76561198076603075,395.0,True,0,130
59485,"Indie, Strategy",War for the Overworld,29.99,230190,Brightrock Games,rax3rs,2453.0,True,1,270
59505,"Action, Free to Play, Massively Multiplayer, RPG, Early Access",Survarium,0,355840,Vostok Games,76561198046784240,86.0,False,0,91
59829,Action,Blue Estate The Game,12.99,305380,HE SAW,76561198057925806,125.0,True,2,0
59831,"Free to Play, Strategy",Total War Battles: KINGDOM,0,300080,Creative Assembly,radioactivesquirrel,223.0,False,2,248
59879,"Action, Adventure, Indie",Albedo: Eyes from Outer Space,14.99,277520,Z4G0 and Ivan Venturi Productions,76561198091226880,409.0,True,2,28
59880,Action,Halo: Spartan Strike,2.99,324570,"343 Industries,Vanguard Games",76561198065315118,46.0,False,2,0
59884,"Action, Adventure, Indie",Westerado: Double Barreled,14.99,275200,Ostrich Banditos,76561198083542691,225.0,True,0,28
59900,"Action, Adventure, Indie, RPG, Strategy",Convoy,14.99,318230,Convoy Games,Vladimirputinisgreatman,301.0,True,2,40
59902,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Early Access",Deepworld,0,340810,Bytebin,76561198105262459,46.0,False,0,6
59918,"Action, Indie, RPG",Crypt of the NecroDancer,14.99,247080,Brace Yourself Games,cryinghyena,114.0,True,0,107
60002,"Casual, Free to Play",Ultimate Tic-Tac-Toe,0,360870,Tigerish Games,76561198101059976,2.0,True,2,191
60022,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",TERA,0,323370,"Bluehole, Inc.",Zynth-ian,4488.0,True,2,24
60530,"Adventure, Indie",The Music Machine,4.99,359040,David Szymanski,76561198050876555,182.0,True,2,171
60531,"Indie, Sports",Vertiginous Golf,9.99,272890,Kinelco &amp; Lone Elk Creative,76561198058075231,8.0,False,2,269
60549,"Action, Adventure, Indie, RPG",Windward,9.99,326410,Tasharen Entertainment Inc.,crazyclerkm,6.0,True,2,35
60560,"Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy",Clicker Heroes,0,363970,Playsaurus,leo17453,4450.0,True,1,150
61370,"Indie, Strategy",Galactic Civilizations III,29.99,226860,Stardock Entertainment,76561198017913139,295.0,True,2,270
61384,"Action, Indie",Blockstorm,4.99,263060,GhostShark,76561198149637043,8.0,True,2,102
61472,"Action, Free to Play, RPG, Strategy",Strife®,0,339280,S2 Games,76561198080838936,5.0,True,2,99
61632,"Adventure, Casual, Indie, Simulation, Strategy",60 Seconds!,9.99,368360,Robot Gentleman,wjmj,141.0,True,0,159
61650,"Indie, Racing, Simulation, Sports",Teddy Floppy Ear - The Race,4.99,371420,Forever Entertainment S. A.,asdasdfsadgdfhfgjggj,340.0,True,0,261
61654,"Action, Adventure, Casual, RPG",AKIBA'S TRIP: Undead ＆ Undressed,29.99,333980,ACQUIRE Corp.,TittyDestroyer,358.0,True,2,17
61664,Action,Kung Fury: Street Rage,2.99,373180,Hello There AB,76561198105449371,4.0,True,2,0
61679,"Racing, Simulation, Early Access",BeamNG.drive,24.99,284160,BeamNG,76561198030536259,2047.0,True,1,278
61715,"Indie, Strategy",MASSIVE CHALICE,19.99,246110,Double Fine Productions,Haitroid,240.0,True,1,270
61719,"Action, Indie",Hatred,8.99,341940,Destructive Creations,76561198086194246,126.0,True,1,102
61723,"Casual, Free to Play, Massively Multiplayer, Simulation",The Four Kings Casino and Slots,0,260430,Digital Leisure Inc.,76561198013261893,11.0,True,1,201
61727,"Action, Adventure",Digger Online,9.99,278970,DiggerWorld Ltd.,76561198018460207,29.0,False,2,1
61733,"Indie, Simulation, Strategy, Early Access",Stonehearth,24.99,253250,Radiant Entertainment,76561198104408609,200.0,False,2,268
61748,"Action, Casual, Indie, RPG, Strategy",You Must Build A Boat,4.99,290890,EightyEightGames,SpecGames,584.0,True,1,65
61756,"Action, Indie",Duck Game,12.99,312530,Landon Podbielski,76561198048491595,229.0,True,2,102
61795,"Action, Indie, Strategy",The Masterplan,19.99,313080,Shark Punch,76561198138193812,139.0,True,0,126
61800,"Adventure, Casual, Indie",D4: Dark Dreams Don’t Die -Season One-,14.99,358090,Access Games,76561198081490251,397.0,True,1,153
61801,"Action, Casual, Indie",Tiki Man,0.99,376920,Anarchy Enterprises,76561198086942934,20.0,True,2,63
61803,"Action, Adventure",LEGO® Jurassic World,19.99,352400,"TT Games Ltd,Feral Interactive (Mac)",WarNorth,464.0,True,2,1
61807,"Free to Play, Massively Multiplayer, RPG",Echo of Soul,0,290140,Mr. Blue,TDC_DavidT,311.0,True,2,237
61827,"Action, Adventure, Casual, Free to Play, Indie, Early Access",Nomad,0,378370,Diminished Studios,LTHW,179.0,True,2,4
61830,"Free to Play, Simulation, Strategy",Anno Online,0,336510,Blue Byte,lixdy,541.0,False,0,246
61838,Utilities,CPUCores :: Maximize Your FPS,14.99,384300,Tim Sullivan,76561198046776854,61.0,True,2,292
61840,"Casual, Indie",Hook,0.99,367580,"Maciej Targoni,Wojciech Wasiak",cheetahpocalypse,221.0,True,0,204
61858,"Action, Indie",oO,0.99,367570,"Maciej Targoni,Wojciech Wasiak",sbeeziz,43.0,True,2,102
61864,"Action, Indie, Racing, Sports",Rocket League®,19.99,252950,"Psyonix, Inc.",76561198065839605,969.0,True,1,118
62834,"Animation &amp; Modeling, Video Production",FaceRig,14.99,274920,Holotech Studios,76561198071507074,112.0,True,1,189
62902,"Racing, Sports",F1 2015,39.99,286570,"Codemasters,Feral Interactive (Linux)",76561198043450950,9075.0,True,2,280
62908,"Action, Adventure, Indie, RPG, Early Access",Secrets of Grindea,14.99,269770,Pixel Ferrets,jayt24seven,236.0,True,2,36
62911,"Free to Play, RPG, Strategy",Card Hunter,Free,293260,Blue Manchu,76561198159037032,48.0,True,2,243
62969,"Free to Play, Sports",Soccer Manager 2015,0,356370,Soccer Manager Ltd,76561198058251735,298.0,True,0,247
62976,"Action, Adventure, Casual, Indie",No Time To Explain Remastered,14.99,368730,tinyBuild,76561198025499996,128.0,True,0,10
62997,"Action, Casual, Free to Play, Indie, RPG",Tap Tap Infinity,Free,380360,Scary Bee LLC,thegreatestbait,279.0,True,0,56
63009,"Indie, Simulation",TIS-100,6.99,370360,Zachtronics,THE_ART_OF_FEEDING,403.0,True,2,263
63014,"Action, Casual, Free to Play, Indie, RPG, Strategy",Heroes of SoulCraft - Arcade MOBA,Free,319570,MobileBits,76561198051914672,2.0,False,2,57
63016,"Action, Indie, RPG, Strategy",Breach & Clear: Deadline Rebirth (2016),9.99,310890,"Mighty Rabbit Studios,Gun Media",76561198081413284,131.0,True,2,113
63017,"Action, Strategy",Battle of Empires : 1914-1918,8.99,316430,Great War Team,76561198012778055,129.0,False,2,139
63023,"Action, Indie, Strategy",Five Nights at Freddy's 4,7.99,388090,Scott Cawthon,76561198001763923,2.0,True,2,126
63055,"Adventure, Indie",Cradle,12.99,361550,Flying Cafe for Semianimals,WagglyBump,265.0,True,2,171
63056,"Action, Adventure, Indie, RPG",Victor Vran ARPG,19.99,345180,Haemimont Games,76561198066233690,224.0,True,2,35
63063,"Free to Play, Indie, Massively Multiplayer, Strategy",SAGA,Free,376140,"Silverlode Interactive,Wasatch Games",andybb3,139.0,True,0,229
63064,RPG,Fairy Fencer F,29.99,347830,"Idea Factory,Compile Heart",76561198041051420,64.0,True,1,273
63066,"Adventure, Indie, Simulation, Strategy, Early Access",Empyrion - Galactic Survival,19.99,383120,Eleon Game Studios,76561198060007427,1803.0,False,0,181
63090,"Action, Adventure, Indie",INK,4.99,385710,ZackBellGames,darhmonkey,6.0,True,2,28
63097,"Adventure, Free to Play, Indie, RPG",the static speaks my name,Free,387860,the whale husband,Happysumo,9.0,True,2,167
63152,"Indie, Simulation",Hacknet,9.99,365450,Team Fractal Alligator,76561198162056324,266.0,True,1,263
63185,"Adventure, Free to Play, Indie",Silver Creek Falls: Chapter 1,0,392450,Sapphire Dragon Productions,AcerPlaysGamesCSGO,44.0,True,2,164
63188,"Action, Adventure, Indie, RPG",Labyronia RPG,2.99,391260,Labyrinthine,76561197984830126,22.0,True,2,35
63190,"Simulation, Strategy",Industry Giant 2,9.99,271360,"Fancy Bytes, Reactor",76561198101400915,7.0,True,2,283
63191,"Action, Free to Play, Indie",Relic Hunters Zero,Free,382490,Rogue Snail,summon1805,19.0,True,1,76
63326,"Action, RPG",FINAL FANTASY TYPE-0™ HD,29.99,340170,Square Enix,wantmahbody,170.0,True,2,130
63332,"Action, Adventure",ZOMBI,19.99,339230,Straight Right,76561198068886327,889.0,False,0,1
63336,Strategy,Planetary Annihilation: TITANS,39.99,386070,Uber Entertainment,76561198094760966,462.0,False,0,287
63388,"Free to Play, Simulation, Strategy",The Settlers Online,0,354640,Blue Byte,76561198056998695,2.0,False,1,246
63406,"Casual, Free to Play, Indie, Simulation",Viridi,Free,375950,Ice Water Games,76561198093361154,1.0,True,2,197
63530,"Action, Adventure, Indie",Trine 3: The Artifacts of Power,21.99,319910,Frozenbyte,TGU-Leader,79.0,False,2,28
63548,"Action, Free to Play, Indie",Teeworlds,Free,380840,Teeworlds Team,76561198037652924,50.0,True,2,76
63570,"Action, Free to Play, Indie, Massively Multiplayer, Sports",World of Soccer online,0,393410,Johannes Eski,VolatileChaos,8086.0,False,1,81
63609,"Free to Play, RPG",Lamia Must Die,0,385260,Tuomo Laine,batmancat,1.0,True,2,242
63610,"Indie, Simulation, Strategy",Big Pharma,24.99,344850,Twice Circled,czechit,332.0,False,2,267
